A股	A<s>gu2
熟路	suk6<s>lu6
熟稔	suk6<s>nam5
熟膿	suk6<s>nung4
熟手	suk6<s>sau2
熟石灰	suk6<s>sek6<s>fui1
熟水	suk6<s>sui2
熟鐵	suk6<s>tit3
熟做	suk6<s>zu3
熟煮菜	suk6<s>zyu2<s>coi3
書包	syu1<s>beu1
書店	syu1<s>dim3
輸賭	syu1<s>du2
書房	syu1<s>fong4
舒服	syu1<s>fuk6
書櫃	syu1<s>gwai6
書香人家	syu1<s>hoeng1<s>jan4<s>gaa1
書生	syu1<s>saang1
鬚生	syu1<s>saang1
書檯	syu1<s>toi4
書僮	syu1<s>tung4
書畫	syu1<s>waa2
暑假	syu2<s>kaa3
庶幾	syu3<s>gi1
薯菜	syu4<s>coi3
薯粉	syu4<s>fan2
豎芭蕉	syu6<s>baa1<s>ziu1
樹表	syu6<s>biu2
樹菠蘿	syu6<s>bo1<s>lo4
樹頂	syu6<s>deng2
樹根	syu6<s>gan1
樹疙𤶸	syu6<s>gat1<s>naa1
樹蔃	syu6<s>goeng2
樹桿	syu6<s>gon2
樹冠	syu6<s>gun1
樹葉	syu6<s>jip6
樹泱	syu6<s>joeng1
樹林	syu6<s>lam4
樹苗	syu6<s>miu4
樹椏杈	syu6<s>ngaa1<s>caa1
樹皮	syu6<s>pi4
樹身	syu6<s>san1
豎心邊	syu6<s>slam1<s>bin1
豎心旁	syu6<s>slam1<s>pong4
樹枝	syu6<s>zi1
船埠	syun4<s>bu6
船家佬	syun4<s>gaa1<s>lu2
船瓦	syun4<s>ngaa5
船槳	syun4<s>zoeng2
雋永	syun5<s>wing5
說謊	syut3<s>fong1
說教	syut3<s>gaau3
說明	syut3<s>ming4
說笑	syut3<s>sliu3
說話	syut3<s>waa6
太差	taai3<s>caa1
太監	taai3<s>gaam3
太公	taai3<s>gung1
泰然處之	taai3<s>jin4<s>cyu5<s>zi1
太陽	taai3<s>joeng4
太陽花	taai3<s>joeng4<s>faa1
太陽鏡	taai3<s>joeng4<s>geng3
太婆	taai3<s>po4
太尉	taai3<s>wai3
貪官	taam1<s>gun1
探監	taam3<s>gaam1
覃恩	taam4<s>an1
覃第	taam4<s>dai6
痰罐	taam4<s>gun3
覃深	taam4<s>sam1
淡癟癟	taam5<s>bet6<s>bet6
淡癟列	taam5<s>bet6<s>let6
淡癟截	taam5<s>bet6<s>zet6
攤檔	taan1<s>dong3
攤凍	taan1<s>dung3
攤販	taan1<s>faan3
攤飯	taan1<s>faan6
嘆茶	taan3<s>caa4
歎茶	taan3<s>caa4
炭笠	taan3<s>lap1
炭頭	taan3<s>tau4
彈壓	taan4<s>aat3
彈灰塵	taan4<s>fui1<s>can4
彈鋼琴	taan4<s>gong3<s>kam4
彈冠相慶	taan4<s>gun1<s>sloeng1<s>hing3
彈劾	taan4<s>hat6
彈羊毛	taan4<s>joeng4<s>mu4
彈棉機	taan4<s>min4<s>gi1
彈琵琶	taan4<s>pi4<s>paa4
彈射	taan4<s>se6
彈性	taan4<s>sling3
彈跳	taan4<s>tiu3
彈簧	taan4<s>wong4
彈奏	taan4<s>zau3
彈指	taan4<s>zi2
拓碑	taap3<s>bi1
塌膊	taap3<s>bok3
拓本	taap3<s>bun2
拓印	taap3<s>jan3
塔裙	taap3<s>kwan4
拓片	taap3<s>pin3
鞳鏜	taap3<s>tong1
撻一巴掌	taat3<s>aa1<s>baa1<s>zoeng2
塌皮	taat3<s>pi4
撻皮	taat3<s>pi4
塌傷皮	taat3<s>soeng1<s>pi4
撻傷皮	taat3<s>soeng1<s>pi4
銻煲	tai1<s>bu1
梯田	tai1<s>tin4
銻桶	tai1<s>tung2
銻仔	tai1<s>zai2
銻崽	tai1<s>zai2
睇白	tai2<s>baak6
睇病	tai2<s>beng6
體重	tai2<s>cung5
睇得起	tai2<s>dak1<s>hi2
睇電影	tai2<s>din6<s>jing2
睇法	tai2<s>faat3
睇風水	tai2<s>fung1<s>sui2
睇更	tai2<s>gaang1
睇見	tai2<s>gin3
睇卦	tai2<s>gwaa3
睇卷	tai2<s>gyun2
睇戲	tai2<s>hi3
睇人	tai2<s>jan4
睇日子	tai2<s>jat6<s>zi2
睇冇起	tai2<s>mu5<s>hi2
睇啱	tai2<s>ngaam1
睇相	tai2<s>sloeng3
睇相嘅	tai2<s>sloeng3<s>ge3
睇數	tai2<s>su3
睇衰	tai2<s>sui1
睇頭	tai2<s>tau4
體會	tai2<s>wui6
睇住	tai2<s>zyu6
剃刀	tai3<s>du1
剃光頭	tai3<s>gong1<s>tau4
剃面	tai3<s>min6
剃鬚	tai3<s>slu1
剃頭	tai3<s>tau4
剃頭佬	tai3<s>tau4<s>lu2
提包	tai4<s>beu1
提倡	tai4<s>coeng1
提貨單	tai4<s>fo3<s>daan1
啼哭	tai4<s>huk1
提子	tai4<s>zi2
𧨾	tam3
𧽼𧽼轉	tam4<s>tam4<s>zyun3
吞咽	tan1<s>jin3
褪車	tan3<s>ce1
褪過去	tan3<s>go3<s>hyu3
褪下	tan3<s>haa6
褪後	tan3<s>hau6
豚豚	tan4<s>tan4
謄清	tang4<s>cing1
藤菜	tang4<s>coi3
藤蓆	tang4<s>zek6
偷趯	tau1<s>dek3
偷雞	tau1<s>gai1
偷睇	tau1<s>tai2
偷偷講	tau1<s>tau1<s>gong2
偷針眼	tau1<s>zam1<s>ngen5
偷䁓	tau1<s>zong1
㪗下	tau2<s>haa5
敨下	tau2<s>haa5
㪗涼	tau2<s>loeng4
敨涼	tau2<s>loeng4
透火	tau3<s>fo2
頭一個	tau4<s>aa1<s>go3
頭一名	tau4<s>aa1<s>meng4
頭一隻	tau4<s>aa1<s>zek3
頭菜	tau4<s>coi3
頭耷耷	tau4<s>dap1<s>dap1
頭頂	tau4<s>deng2
頭髮	tau4<s>faat3
頭髮剪	tau4<s>faat3<s>zin2
頭巾	tau4<s>gan1
投閑置散	tau4<s>haan4<s>zi3<s>slaan2
投閒置散	tau4<s>haan4<s>zi3<s>slaan2
頭殼	tau4<s>hok3
投降	tau4<s>hong4
頭號	tau4<s>hu6
頭腦	tau4<s>nu5
頭皮	tau4<s>pi4
頭生	tau4<s>saang1
頭先	tau4<s>slin1
頭胎	tau4<s>toi1
頭痛	tau4<s>tung3
頭昏	tau4<s>wan1
頭暈	tau4<s>wan4
踢竇	tek3<s>dau3
踢腳	tek3<s>goek3
剔骨	tek3<s>gwat1
踢燕	tek3<s>jin2
剔手邊	tek3<s>sau2<s>bin1
剔手旁	tek3<s>sau2<s>pong4
剔土邊	tek3<s>tu2<s>bin1
剔土旁	tek3<s>tu2<s>pong4
彈槌	ten4<s>cui4
彈花弓	ten4<s>faa1<s>gung1
彈墨線	ten4<s>mak6<s>slin3
彈棉花	ten4<s>min4<s>faa1
彈手指	ten4<s>sau2<s>zi2
聽差	teng1<s>caai1
聽診	teng1<s>can2
廳底	teng1<s>dai2
聽見	teng1<s>gin3
聽講	teng1<s>gong2
聽音樂	teng1<s>jam1<s>ngok6
聽而不聞	teng1<s>ji4<s>bat1<s>man4
聽聞	teng1<s>man4
聽寫	teng1<s>sle2
聽話	teng1<s>waa6
聽着	teng1<s>zoek6
聽著	teng1<s>zoek6
艇家	teng5<s>gaa1
艇仔	teng5<s>zai2
艇崽	teng5<s>zai2
挑水	teu2<s>sui2
剔算盤	tik1<s>slyun3<s>pun4
添飯	tim1<s>faan6
掭筆	tim2<s>bat1
甜楊桃	tim4<s>joeng4<s>tu4
甜玉米	tim4<s>jyu6<s>mai5
甜麥菜	tim4<s>mak6<s>coi3
甜麪醬	tim4<s>min6<s>zoeng3
甜㩄㩄	tim4<s>slaai4<s>slaai4
甜筍	tim4<s>slan2
甜頭	tim4<s>tau4
甜酒	tim4<s>zau2
天差不多黑	tin1<s>caa1<s>bat1<s>do1<s>hak1
天長地久	tin1<s>coeng4<s>di6<s>gau2
天地否	tin1<s>di6<s>pi2
天花板	tin1<s>faa1<s>baan2
天狗食日	tin1<s>gau2<s>sik6<s>jat6
天狗食月	tin1<s>gau2<s>sik6<s>jyut6
天干地支	tin1<s>gon1<s>di6<s>zi1
天光	tin1<s>gong1
天光朝	tin1<s>gong1<s>ziu1
天公	tin1<s>gung1
天黑	tin1<s>hak1
天氣	tin1<s>hi3
天河	tin1<s>ho4
天旱	tin1<s>hon5
天衣無縫	tin1<s>ji1<s>mu4<s>fung6
天藍	tin1<s>laam4
天老爺	tin1<s>lu5<s>je4
天朆光	tin1<s>mang4<s>gong1
天蒙蒙光	tin1<s>mung1<s>mung1<s>gong1
天啱光	tin1<s>ngaam1<s>gong1
天鵝	tin1<s>ngo4
天平	tin1<s>ping4
天神地祇	tin1<s>san4<s>di6<s>ki4
天時	tin1<s>si4
天色	tin1<s>sik1
天相	tin1<s>sloeng3
天上	tin1<s>soeng6
天上高	tin1<s>soeng6<s>gu1
天準備黑	tin1<s>zan2<s>bi6<s>hak1
天井	tin1<s>zeng2
靦然	tin2<s>jin4
靦然人面	tin2<s>jin4<s>jan4<s>min6
靦臉	tin2<s>lim2
靦面	tin2<s>min6
靦冒	tin2<s>mu6
靦顏	tin2<s>ngaan4
靦顏借命	tin2<s>ngaan4<s>ze3<s>ming6
田垌	tin4<s>dung6
填房	tin4<s>fong4
田雞	tin4<s>gai1
田基黃	tin4<s>gi1<s>wong4
填咽	tin4<s>jit3
填料	tin4<s>liu2
田螺	tin4<s>lo4
田鼠	tin4<s>syu2
佃作	tin4<s>zok3
聽暇	ting1<s>haa6
聽日	ting1<s>jat6
聽晚	ting1<s>maan5
聽朝	ting1<s>ziu1
聽早	ting1<s>zu2
挺屍	ting2<s>si1
聽便	ting3<s>bin6
聽從	ting3<s>cung4
聽候	ting3<s>hau6
聽任	ting3<s>jam6
聽憑	ting3<s>pang4
聽天由命	ting3<s>tin1<s>jau4<s>ming6
聽之任之	ting3<s>zi1<s>jam6<s>zi1
聽政	ting3<s>zing3
聽裝	ting3<s>zong1
聽訟	ting3<s>zung6
貼吧	tip3<s>baa1
貼邊	tip3<s>bin1
鐵柵	tit3<s>caak3
鐵鏟	tit3<s>cen2
鐵竇	tit3<s>dau3
鐵釘	tit3<s>deng1
鐵騎	tit3<s>gi6
鐵軌	tit3<s>gwai2
鐵路	tit3<s>lu6
鐵線蛇	tit3<s>slin3<s>se4
鐵鑊	tit3<s>wok6
鐵枕	tit3<s>zam2
挑撥離間	tiu1<s>but6<s>li4<s>gaan3
挑擔	tiu1<s>daam3
跳板	tiu3<s>baan2
跳卟卟	tiu3<s>bap6<s>bap6
跳𦑌𦑌	tiu3<s>fak6<s>fak6
跳飛機頭	tiu3<s>fi1<s>gi1<s>tau4
跳格	tiu3<s>gaak3
跳膠	tiu3<s>geu1
跳高	tiu3<s>gu1
跳河	tiu3<s>ho4
跳遠	tiu3<s>jyun5
跳級	tiu3<s>kap1
跳棋	tiu3<s>ki4
跳嘞嘞	tiu3<s>lak1<s>lak1
跳㘄㘄	tiu3<s>lang1<s>lang1
跳舞	tiu3<s>mu2
跳皮	tiu3<s>pi4
跳神	tiu3<s>san4
跳蝨	tiu3<s>sat1
跳繩	tiu3<s>sing4
跳水	tiu3<s>sui2
跳屋	tiu3<s>uk1
調情	tiu4<s>cing4
調價	tiu4<s>gaa3
調解	tiu4<s>gaai2
調教	tiu4<s>gaau3
調戲	tiu4<s>hi3
調侃	tiu4<s>hon2
調理	tiu4<s>li5
調料	tiu4<s>liu2
調味	tiu4<s>mi6
調皮	tiu4<s>pi4
調笑	tiu4<s>sliu3
調唆	tiu4<s>slo1
調停	tiu4<s>ting4
調和	tiu4<s>wo4
調劑	tiu4<s>zai1
調酒	tiu4<s>zau2
調脂弄粉	tiu4<s>zi1<s>nung6<s>fan2
調治	tiu4<s>zi6
調整	tiu4<s>zing2
調節	tiu4<s>zit3
調嘴學舌	tiu4<s>zui2<s>hok6<s>sit6
拖把	to1<s>baa2
拖地	to1<s>di6
拖鞋	to1<s>haai4
拖卡	to1<s>kaa1
拖累	to1<s>lui6
拖箱	to1<s>sloeng1
拖趿鞋	to1<s>tet1<s>haai4
拖桶	to1<s>tung2
駝背	to4<s>bui3
馱東西	to4<s>dung1<s>slai1
馱起	to4<s>hi2
馱運	to4<s>wan6
馱仔	to4<s>zai2
馱崽	to4<s>zai2
妥當	to5<s>dong3
胎盤	toi1<s>pun4
檯布	toi4<s>bu3
苔岑	toi4<s>cam4
苔箋	toi4<s>cim1
苔錢	toi4<s>cin4
檯啲	toi4<s>di1
颱風	toi4<s>fung1
擡轎佬	toi4<s>giu6<s>lu2
台觀	toi4<s>gun3
臺觀	toi4<s>gun3
苔衣	toi4<s>ji1
檯球	toi4<s>kau4
檯曆	toi4<s>lik6
苔蘚	toi4<s>slin2
檯上高	toi4<s>soeng6<s>gu1
擡頭	toi4<s>tau4
檯圍	toi4<s>wai4
擡豬	toi4<s>zyu1
託兒所	tok3<s>ji4<s>slo2
托手㬹	tok3<s>sau2<s>zaang1
托手踭	tok3<s>sau2<s>zaang1
湯匙	tong1<s>ci4
湯粉	tong1<s>fan2
湯殼	tong1<s>hok3
劏羊	tong1<s>joeng4
鏜鑼	tong1<s>lo4
湯麪	tong1<s>min6
劏牛	tong1<s>ngau4
劏牛佬	tong1<s>ngau4<s>lu2
湯婆	tong1<s>po4
鏜鞳	tong1<s>taap3
鏜鏜	tong1<s>tong1
劏豬	tong1<s>zyu1
劏豬刀	tong1<s>zyu1<s>du1
劏豬佬	tong1<s>zyu1<s>lu2
耥耙	tong2<s>paa4
钂鈀	tong2<s>paa4
燙斗	tong3<s>dau2
燙衣服	tong3<s>ji1<s>fuk6
燙衫	tong3<s>saam1
燙衫板	tong3<s>saam1<s>baan2
螳臂當車	tong4<s>bi3<s>dong1<s>ce1
塘邊	tong4<s>bin1
唐朝	tong4<s>ciu4
鏜床	tong4<s>cong4
鏜牀	tong4<s>cong4
堂大佬	tong4<s>daai6<s>lu2
堂大姐	tong4<s>daai6<s>ze2
糖分	tong4<s>fan6
糖桔	tong4<s>gat1
塘基	tong4<s>gi1
堂哥	tong4<s>go1
糖果	tong4<s>go2
塘角魚	tong4<s>gok3<s>jyu4
堂兄弟	tong4<s>hing1<s>dai6
鏜孔	tong4<s>hung2
塘魚	tong4<s>jyu4
糖膠	tong4<s>keu1
塘𧋦	tong4<s>me1
堂妹	tong4<s>mui2
塘泥	tong4<s>nai4
糖粒	tong4<s>nap1
堂細佬	tong4<s>slai3<s>lu2
堂細妹	tong4<s>slai3<s>mui6
疏堂細妹	tong4<s>slai3<s>mui6
搪塞	tong4<s>slak1
堂屋	tong4<s>uk1
搪禾	tong4<s>wo4
堂姐	tong4<s>ze2
堂姐妹	tong4<s>ze2<s>mui6
唐裝	tong4<s>zong1
唐裝褲	tong4<s>zong1<s>fu3
唐裝衫	tong4<s>zong1<s>saam1
叨竊	tu1<s>cit3
叨竊非據	tu1<s>cit3<s>fi1<s>gyu3
叨教	tu1<s>gaau3
叨光	tu1<s>gong1
叨擾	tu1<s>jiu2
土布	tu2<s>bu3
土地誕	tu2<s>di6<s>daan3
土匪	tu2<s>fi2
土雞	tu2<s>gai1
土狗	tu2<s>gau2
土公佬	tu2<s>gung1<s>lu2
討厭	tu2<s>jim3
土祇	tu2<s>ki4
吐谷渾	tu3<s>juk6<s>wan4
兔脣	tu3<s>san4
桃花	tu4<s>faa1
塗開	tu4<s>hoi1
塗料	tu4<s>liu2
淘米	tu4<s>mai5
塗抹	tu4<s>mut3
逃難	tu4<s>naan6
圖畫	tu4<s>waa2
桃核	tu4<s>wat6
肚䏟	tu5<s>bet6
肚臍	tu5<s>ci4
肚臍窿	tu5<s>ci4<s>lung1
肚大	tu5<s>daai6
肚兜	tu5<s>dau1
肚寡	tu5<s>gwaa2
肚刮	tu5<s>gwet3
肚鯪魚	tu5<s>leng4<s>jyu4
肚腩	tu5<s>naam5
肚餓	tu5<s>ngo6
肚屙	tu5<s>o1
肚痛	tu5<s>tung3
肚滯	tu5<s>zai6
肚脹	tu5<s>zoeng3
推行	tui1<s>hang4
推磨	tui1<s>mo6
退避三舍	tui3<s>bi6<s>slaam1<s>se3
褪去	tui3<s>hyu3
褪毛	tui3<s>mu4
褪色	tui3<s>sik1
退堂	tui3<s>tong4
頹喪	tui4<s>slong3
通分	tung1<s>fan1
恫瘝	tung1<s>gwaan1
恫瘝乃身	tung1<s>gwaan1<s>naai5<s>san1
恫瘝在抱	tung1<s>gwaan1<s>zoi6<s>pu5
通日	tung1<s>jat6
通勝	tung1<s>sing3
通宵	tung1<s>sliu1
通書	tung1<s>syu1
通天煲	tung1<s>tin1<s>bu1
通條	tung1<s>tiu4
通知	tung1<s>zi1
桶柄	tung2<s>beng3
桶䐁	tung2<s>duk1
桶箍	tung2<s>ku1
桶裙	tung2<s>kwan4
銅煲	tung4<s>bu1
同輩	tung4<s>bui3
銅錢	tung4<s>cin4
同點	tung4<s>dim2
同點都	tung4<s>dim2<s>du1
同點做	tung4<s>dim2<s>zu3
同黨	tung4<s>dong2
同花	tung4<s>faa1
同夥	tung4<s>fo2
筒骨	tung4<s>gwat1
同學	tung4<s>hok6
同行	tung4<s>hong4
茼蒿	tung4<s>hu1
瞳人	tung4<s>jan4
桐油	tung4<s>jau4
桐油灰	tung4<s>jau4<s>fui1
桐油果	tung4<s>jau4<s>go2
桐油樹	tung4<s>jau4<s>syu6
銅綠	tung4<s>luk6
同埋	tung4<s>maai4
同謀	tung4<s>mau4
同我	tung4<s>ngo5
同年	tung4<s>nin4
僮僕	tung4<s>puk6
銅仙	tung4<s>slin1
桐樹	tung4<s>syu6
同宗	tung4<s>zung1
團團轉	tyun4<s>tyun4<s>zyun3
斷腸	tyun5<s>coeng4
斷代史	tyun5<s>doi6<s>sai2
斷根	tyun5<s>gan1
斷氣	tyun5<s>hi3
斷裂	tyun5<s>lit6
斷奶	tyun5<s>naai5
斷崖	tyun5<s>ngaai4
斷念	tyun5<s>nim6
斷篇殘簡	tyun5<s>pin1<s>caan4<s>gaan2
斷送	tyun5<s>slung3
斷頭臺	tyun5<s>tau4<s>toi4
斷斷續續	tyun5<s>tyun5<s>zuk6<s>zuk6
斷章取義	tyun5<s>zoeng1<s>cyu2<s>ji6
斷掌	tyun5<s>zoeng2
斷絕	tyun5<s>zyut6
禿頂	tyut1<s>doeng2
脫鞋	tyut3<s>haai4
脫孝	tyut3<s>haau3
脫衫	tyut3<s>saam1
哦呵	u3<s>hu3
噢呵	u3<s>hu3
懊喪	u3<s>slong3
屋底	uk1<s>dai2
屋頂	uk1<s>deng2
屋闊	uk1<s>fut3
屋後背	uk1<s>hau6<s>bui3
屋起	uk1<s>hi2
屋契	uk1<s>kai3
屋樑	uk1<s>loeng4
屋深	uk1<s>sam1
屋脊	uk1<s>zek3
屋租	uk1<s>zu1
壅罯	ung1<s>ap1
壅肥	ung1<s>fi4
壅泥	ung1<s>nai4
壅土	ung1<s>tu2
壅積	ung1<s>zik1
蕹菜	ung3<s>coi3
甕缸	ung3<s>gong1
嘩變	waa1<s>bin3
嘩然	waa1<s>jin4
嘩啦	waa1<s>laa1
嘩啦啦	waa1<s>laa1<s>laa1
嘩笑	waa1<s>sliu3
嘩嘩	waa1<s>waa1
嘩嘩地	waa1<s>waa1<s>di6
蛙泳	waa1<s>wing5
嘩眾取寵	waa1<s>zung3<s>cyu2<s>cung2
嘩衆取寵	waa1<s>zung3<s>cyu2<s>cung2
畫棟雕梁	waa2<s>dung6<s>diu1<s>loeng4
畫棟雕樑	waa2<s>dung6<s>diu1<s>loeng4
畫舫	waa2<s>fong2
畫卷	waa2<s>gyun2
畫苑	waa2<s>jyun2
話劇	waa2<s>kek6
畫廊	waa2<s>long4
畫面	waa2<s>min2
畫皮	waa2<s>pi4
畫屏	waa2<s>ping4
畫譜	waa2<s>pu2
娃娃仔	waa4<s>waa2<s>zai2
娃娃崽	waa4<s>waa2<s>zai2
話多過米	waa6<s>do1<s>go3<s>mai5
畫眉	waa6<s>mi4
華山	waa6<s>saan1
話知	waa6<s>zi1
歪打正着	waai1<s>daa2<s>zing3<s>zoek6
歪打正著	waai1<s>daa2<s>zing3<s>zoek6
槐花	waai4<s>faa1
淮山	waai4<s>saan1
槐樹	waai4<s>syu6
壞着	waai6<s>zoek6
壞著	waai6<s>zoek6
畫押	waak6<s>aap3
畫餅充飢	waak6<s>beng2<s>cung1<s>gi1
畫肖像	waak6<s>ciu3<s>zoeng6
畫地而趨	waak6<s>di6<s>ji4<s>cyu1
畫地爲牢	waak6<s>di6<s>wai4<s>lu4
畫虎類狗	waak6<s>fu2<s>lui6<s>gau2
畫虎類犬	waak6<s>fu2<s>lui6<s>hyun2
畫供	waak6<s>gung3
畫圈	waak6<s>hyun1
畫一	waak6<s>jat1
畫龍點睛	waak6<s>lung4<s>dim2<s>zing1
畫卯	waak6<s>maau5
畫山水	waak6<s>saan1<s>sui2
畫蛇添足	waak6<s>se4<s>tim1<s>zuk1
畫線	waak6<s>slin3
畫圖	waak6<s>tu4
畫知	waak6<s>zi1
畫像	waak6<s>zoeng6
彎腰	waan1<s>jiu1
玩具	waan2<s>gyu6
玩遊戲	waan2<s>jau4<s>hi3
玩遊戲機	waan2<s>jau4<s>hi3<s>gi1
玩意	waan2<s>ji3
玩物	waan2<s>mat6
玩物喪志	waan2<s>mat6<s>slong3<s>zi3
玩味	waan2<s>mi6
玩藝	waan2<s>ngai6
玩弄	waan2<s>nung6
玩耍	waan2<s>saa2
玩世不恭	waan2<s>sai3<s>bat1<s>gung1
玩笑	waan2<s>sliu3
鯇魚	waan5<s>jyu4
患難	waan6<s>naan6
橫乓乓	waang4<s>baang1<s>baang3
橫牚	waang4<s>caang3
橫檔	waang4<s>dong3
橫膈膜	waang4<s>gaak3<s>mok6
橫縣	waang4<s>jyun2
橫樑	waang4<s>loeng4
橫條	waang4<s>tiu4
橫屋	waang4<s>uk1
橫直	waang4<s>zik6
翬翟	wai1<s>dik6
逶迤	wai1<s>ji4
輝綠岩	wai1<s>luk6<s>ngaam4
威水	wai1<s>sui2
委蛇	wai2<s>ji4
委靡不振	wai2<s>mi5<s>bat1<s>zan3
慰藉	wai3<s>zik6
違背	wai4<s>bui3
圍牆	wai4<s>coeng4
爲冇過	wai4<s>dak1<s>go3
爲得過	wai4<s>dak1<s>go3
爲非作歹	wai4<s>fi1<s>zok3<s>daai2
爲富不仁	wai4<s>fu3<s>bat1<s>jan4
爲過	wai4<s>go3
爲人	wai4<s>jan4
爲人所害	wai4<s>jan4<s>slo2<s>hoi6
爲意	wai4<s>ji3
圍棋	wai4<s>ki4
爲期	wai4<s>ki4
圍裙	wai4<s>kwan4
爲難	wai4<s>naan4
爲伍	wai4<s>ng5
爲首	wai4<s>sau2
爲時不久	wai4<s>si4<s>bat1<s>gau2
爲時已晚	wai4<s>si4<s>ji5<s>maan5
爲所欲爲	wai4<s>slo2<s>juk6<s>wai4
爲數不多	wai4<s>su3<s>bat1<s>do1
爲數有限	wai4<s>su3<s>jau5<s>haan6
爲止	wai4<s>zi2
胃病	wai6<s>beng6
爲虎添翼	wai6<s>fu2<s>tim1<s>jik6
爲虎作倀	wai6<s>fu2<s>zok3<s>coeng1
爲國捐軀	wai6<s>gok3<s>gyun1<s>kyu1
爲何	wai6<s>ho4
爲了	wai6<s>liu5
爲民請命	wai6<s>man4<s>cing2<s>ming6
爲命	wai6<s>meng6
衛生褲	wai6<s>saang1<s>fu3
衛生衣	wai6<s>saang1<s>ji1
衛生紙	wai6<s>saang1<s>zi2
爲什麼	wai6<s>sam6<s>mo1
爲食	wai6<s>sik6
胃痛	wai6<s>tung3
諱惡	wai6<s>wu3
諱惡不悛	wai6<s>wu3<s>bat1<s>slyun1
掝手	wak6<s>sau2
暈車	wan1<s>ce1
葷菜	wan1<s>coi3
昏嗲嗲	wan1<s>de4<s>de4
暈倒	wan1<s>du2
昏官	wan1<s>gun1
暈浪	wan1<s>long6
葷腥	wan1<s>sleng1
暈船	wan1<s>syun4
昏昏沉沉	wan1<s>wan1<s>cam4<s>cam4
昏昏七七	wan1<s>wan1<s>cat1<s>cat1
溫習	wan1<s>zap6
搵笨	wan2<s>ban6
搵錢	wan2<s>cin4
穩重	wan2<s>cung5
搵見	wan2<s>gin3
搵見哂	wan2<s>gin3<s>slaai3
搵工	wan2<s>gung1
搵兩餐	wan2<s>loeng5<s>caan1
搵佬	wan2<s>lu2
搵老契	wan2<s>lu5<s>kai3
搵老婆	wan2<s>lu5<s>po4
搵食	wan2<s>sik6
搵死	wan2<s>sli2
穩穩陣陣	wan2<s>wan2<s>zan6<s>zan6
穩陣	wan2<s>zan6
困起身	wan3<s>hi2<s>san1
勻旬	wan4<s>can4
暈厥	wan4<s>kyut3
雲片糕	wan4<s>pin3<s>gu1
渾身解數	wan4<s>san1<s>haai6<s>su3
雲吞	wan4<s>tan1
餛飩	wan4<s>tan1
暈頭轉向	wan4<s>tau4<s>zyun3<s>hoeng3
耘田	wan4<s>tin4
筠筒	wan4<s>tung4
筠竹	wan4<s>zuk1
暈場	wan6<s>coeng4
運動餅	wan6<s>dung6<s>beng2
熨法	wan6<s>faat3
運鋸	wan6<s>gyu3
運行	wan6<s>hang4
暈氣	wan6<s>hi3
暈珥	wan6<s>ji5
熨燙	wan6<s>tong3
尉遲	wat1<s>ci4
屈氣	wat1<s>hi3
屈遠路	wat1<s>jyun5<s>lu6
屈近路	wat1<s>kan5<s>lu6
尉繚	wat1<s>liu4
屈路行	wat1<s>lu6<s>haang4
屈頭雞	wat1<s>tau4<s>gai1
熨帖	wat1<s>tip3
熨貼	wat1<s>tip3
屈窒	wat1<s>zat1
屈着	wat1<s>zoek6
屈住腳	wat1<s>zyu6<s>goek3
鶻突	wat6<s>dat6
搲料	we2<s>liu2
還價	wen4<s>gaa3
挖坑	wet3<s>haang1
挖耳屎	wet3<s>ji5<s>si2
挖窿	wet3<s>lung1
滑溜	wet6<s>lau6,waat6<s>lau6
滑捋捋	wet6<s>lyut1<s>lyut1
滑头	wet6<s>tau4
棫樸	wik6<s>buk6
蝸牛	wo1<s>ngau4
禾釺	wo4<s>cim1
禾草	wo4<s>cu2
禾刀	wo4<s>du1
禾花魚	wo4<s>faa1<s>jyu4
禾稈	wo4<s>gon2
禾稈草	wo4<s>gon2<s>cu2
禾稈堆	wo4<s>gon2<s>dui1
和棋	wo4<s>ki4
禾鐮	wo4<s>lim4
和味	wo4<s>mi6
和事佬	wo4<s>si6<s>lu2
禾扇	wo4<s>sin3
和尚	wo4<s>soeng2
和尚領	wo4<s>soeng2<s>leng5
禾塘	wo4<s>tong4
涴蛋	wo5<s>daan6
鑊鏟	wok6<s>cen2
鑊底	wok6<s>dai2
鑊䐁	wok6<s>duk1
鑊蓋	wok6<s>goi3
瓠落	wok6<s>lok6
鑊黸	wok6<s>lu1
鑊頭	wok6<s>tau4
鑊頭罌鐺	wok6<s>tau4<s>aang1<s>caang1
黃病	wong4<s>beng6
黃驃	wong4<s>biu1
黃驃馬	wong4<s>biu1<s>maa5
黃疸	wong4<s>daam2
黃豆	wong4<s>dau6
黃豆芽	wong4<s>dau6<s>ngaa4
黃花魚	wong4<s>faa1<s>jyu4
黃蜂	wong4<s>fung1
黃蜂魚	wong4<s>fung1<s>jyu4
黃雞子	wong4<s>gai1<s>zi2
黃薑	wong4<s>goeng1
王冠	wong4<s>gun1
黃瓜	wong4<s>gwaa1
王侯將相	wong4<s>hau4<s>zoeng3<s>sloeng3
黃䘆	wong4<s>hyun2
黃魚	wong4<s>jyu4
黃蠟魚	wong4<s>laap6<s>jyu4
黃綠醫生	wong4<s>luk6<s>ji1<s>saang1
黃麻	wong4<s>maa4
黃泥	wong4<s>nai4
黃泥地	wong4<s>nai4<s>di6
黃芽白	wong4<s>ngaa4<s>baak6
黃皮	wong4<s>pi4
